id,label,b_inggris,b_indo,status
341,Most 1000,garden,kebun,default
342,Most 1000,gas,gas,default
343,Most 1000,general,umum,default
344,Most 1000,generation,generasi,default
345,Most 1000,get,mendapatkan,default
346,Most 1000,girl,gadis,default
347,Most 1000,give,memberi,default
348,Most 1000,glass,kaca,default
349,Most 1000,go,pergi,default
350,Most 1000,goal,sasaran,default
351,Most 1000,good,Bagus,default
352,Most 1000,government,pemerintah,default
353,Most 1000,great,Besar,default
354,Most 1000,green,hijau,default
355,Most 1000,ground,tanah,default
356,Most 1000,group,kelompok,default
357,Most 1000,grow,tumbuh,default
358,Most 1000,growth,pertumbuhan,default
359,Most 1000,guess,tebakan,default
360,Most 1000,gun,senjata,default
361,Most 1000,guy,pria,default
362,Most 1000,hair,rambut,default
363,Most 1000,half,setengah,default
364,Most 1000,hand,tangan,default
365,Most 1000,hang,menggantung,default
366,Most 1000,happen,terjadi,default
367,Most 1000,happy,senang,default
368,Most 1000,hard,keras,default
369,Most 1000,have,memiliki,default
370,Most 1000,he,Dia,default
371,Most 1000,head,kepala,default
372,Most 1000,health,kesehatan,default
373,Most 1000,hear,mendengar,default
374,Most 1000,heart,jantung,default
375,Most 1000,heat,panas,default
376,Most 1000,heavy,berat,default
377,Most 1000,help,membantu,default
378,Most 1000,her,dia,default
379,Most 1000,here,Di Sini,default
380,Most 1000,herself,diri,default
381,Most 1000,high,tinggi,default
382,Most 1000,him,dia,default
383,Most 1000,himself,diri,default
384,Most 1000,his,miliknya,default
385,Most 1000,history,sejarah,default
386,Most 1000,hit,memukul,default
387,Most 1000,hold,memegang,default
388,Most 1000,home,rumah,default
389,Most 1000,hope,harapan,default
390,Most 1000,hospital,RSUD,default
391,Most 1000,hot,panas,default
392,Most 1000,hotel,hotel,default
393,Most 1000,hour,jam,default
394,Most 1000,house,rumah,default
395,Most 1000,how,Bagaimana,default
396,Most 1000,however,Namun,default
397,Most 1000,huge,sangat besar,default
398,Most 1000,human,manusia,default
399,Most 1000,hundred,ratus,default
400,Most 1000,husband,suami,default
401,Most 1000,I,SAYA,default
402,Most 1000,idea,ide,default
403,Most 1000,identify,mengenali,default
404,Most 1000,if,jika,default
405,Most 1000,image,gambar,default
406,Most 1000,imagine,membayangkan,default
407,Most 1000,impact,dampak,default
408,Most 1000,important,penting,default
409,Most 1000,improve,memperbaiki,default
410,Most 1000,in,di dalam,default
411,Most 1000,include,termasuk,default
412,Most 1000,including,termasuk,default
413,Most 1000,increase,meningkatkan,default
414,Most 1000,indeed,Memang,default
415,Most 1000,indicate,menunjukkan,default
416,Most 1000,individual,individu,default
417,Most 1000,industry,industri,default
418,Most 1000,information,informasi,default
419,Most 1000,inside,di dalam,default
420,Most 1000,instead,alih-alih,default
421,Most 1000,institution,lembaga,default
422,Most 1000,interest,minat,default
423,Most 1000,interesting,menarik,default
424,Most 1000,international,internasional,default
425,Most 1000,interview,wawancara,default
426,Most 1000,into,ke dalam,default
427,Most 1000,investment,investasi,default
428,Most 1000,involve,melibatkan,default
429,Most 1000,issue,masalah,default
430,Most 1000,it,dia,default
431,Most 1000,item,barang,default
432,Most 1000,its,#NAME?,default
433,Most 1000,itself,diri,default
434,Most 1000,job,pekerjaan,default
435,Most 1000,join,bergabung,default
436,Most 1000,just,hanya,default
437,Most 1000,keep,menyimpan,default
438,Most 1000,key,kunci,default
439,Most 1000,kid,anak,default
440,Most 1000,kill,membunuh,default
441,Most 1000,kind,baik,default
442,Most 1000,kitchen,dapur,default
443,Most 1000,know,tahu,default
444,Most 1000,knowledge,pengetahuan,default
445,Most 1000,land,tanah,default
446,Most 1000,language,bahasa,default
447,Most 1000,large,besar,default
448,Most 1000,last,terakhir,default
449,Most 1000,late,terlambat,default
450,Most 1000,later,Nanti,default
451,Most 1000,laugh,tertawa,default
452,Most 1000,law,hukum,default
453,Most 1000,lawyer,pengacara,default
454,Most 1000,lay,berbaring,default
455,Most 1000,lead,memimpin,default
456,Most 1000,leader,pemimpin,default
457,Most 1000,learn,mempelajari,default
458,Most 1000,least,paling sedikit,default
459,Most 1000,leave,meninggalkan,default
460,Most 1000,left,kiri,default
461,Most 1000,leg,kaki,default
462,Most 1000,legal,hukum,default
463,Most 1000,less,lebih sedikit,default
464,Most 1000,let,membiarkan,default
465,Most 1000,letter,surat,default
466,Most 1000,level,tingkat,default
467,Most 1000,lie,berbohong,default
468,Most 1000,life,kehidupan,default
469,Most 1000,light,lampu,default
470,Most 1000,like,menyukai,default
471,Most 1000,likely,mungkin,default
472,Most 1000,line,garis,default
473,Most 1000,list,daftar,default
474,Most 1000,listen,mendengarkan,default
475,Most 1000,little,kecil,default
476,Most 1000,live,hidup,default
477,Most 1000,local,lokal,default
478,Most 1000,long,panjang,default
479,Most 1000,look,Lihat,default
480,Most 1000,lose,kehilangan,default
481,Most 1000,loss,kehilangan,default
482,Most 1000,lot,banyak,default
483,Most 1000,love,Cinta,default
484,Most 1000,low,rendah,default
485,Most 1000,machine,mesin,default
486,Most 1000,magazine,majalah,default
487,Most 1000,main,utama,default
488,Most 1000,maintain,menjaga,default
489,Most 1000,major,besar,default
490,Most 1000,majority,mayoritas,default
491,Most 1000,make,membuat,default
492,Most 1000,man,pria,default
493,Most 1000,manage,mengelola,default
494,Most 1000,management,pengelolaan,default
495,Most 1000,manager,Pengelola,default
496,Most 1000,many,banyak,default
497,Most 1000,market,pasar,default
498,Most 1000,marriage,pernikahan,default
499,Most 1000,material,bahan,default
500,Most 1000,matter,urusan,default
501,Most 1000,may,mungkin,default
502,Most 1000,maybe,Mungkin,default
503,Most 1000,me,Saya,default
504,Most 1000,mean,berarti,default
505,Most 1000,measure,ukuran,default
506,Most 1000,media,media,default
507,Most 1000,medical,medis,default
508,Most 1000,meet,bertemu,default
509,Most 1000,meeting,pertemuan,default
510,Most 1000,member,anggota,default
511,Most 1000,memory,Penyimpanan,default
512,Most 1000,mention,menyebutkan,default
513,Most 1000,message,pesan,default
514,Most 1000,method,metode,default
515,Most 1000,middle,tengah,default
516,Most 1000,might,mungkin,default
517,Most 1000,military,militer,default
518,Most 1000,million,juta,default
519,Most 1000,mind,pikiran,default
520,Most 1000,minute,menit,default
521,Most 1000,miss,merindukan,default
522,Most 1000,mission,misi,default
523,Most 1000,model,model,default
524,Most 1000,modern,modern,default
525,Most 1000,moment,momen,default
526,Most 1000,money,uang,default
527,Most 1000,month,bulan,default
528,Most 1000,more,lagi,default
529,Most 1000,morning,Pagi,default
530,Most 1000,most,paling,default
531,Most 1000,mother,ibu,default
532,Most 1000,mouth,mulut,default
533,Most 1000,move,bergerak,default
534,Most 1000,movement,pergerakan,default
535,Most 1000,movie,film,default
536,Most 1000,Mr,Tn,default
537,Most 1000,Mrs,Nyonya,default
538,Most 1000,much,banyak,default
539,Most 1000,music,musik,default
540,Most 1000,must,harus,default
541,Most 1000,my,#NAME?,default
542,Most 1000,myself,saya sendiri,default
543,Most 1000,name,nama,default
544,Most 1000,nation,bangsa,default
545,Most 1000,national,Nasional,default
546,Most 1000,natural,alami,default
547,Most 1000,nature,alam,default
548,Most 1000,near,di dekat,default
549,Most 1000,nearly,hampir,default
550,Most 1000,necessary,diperlukan,default
551,Most 1000,need,membutuhkan,default
552,Most 1000,network,jaringan,default
553,Most 1000,never,tidak pernah,default
554,Most 1000,new,baru,default
555,Most 1000,news,berita,default
556,Most 1000,newspaper,koran,default
557,Most 1000,next,Berikutnya,default
558,Most 1000,nice,Bagus,default
559,Most 1000,night,malam,default
560,Most 1000,no,TIDAK,default
561,Most 1000,none,tidak ada,default
562,Most 1000,nor,juga bukan,default
563,Most 1000,north,utara,default
564,Most 1000,not,bukan,default
565,Most 1000,note,catatan,default
566,Most 1000,nothing,Tidak ada apa-apa,default
567,Most 1000,notice,melihat,default
568,Most 1000,now,Sekarang,default
569,Most 1000,n't,tidak,default
570,Most 1000,number,nomor,default
571,Most 1000,occur,terjadi,default
572,Most 1000,of,dari,default
573,Most 1000,off,mati,default
574,Most 1000,offer,menawarkan,default
575,Most 1000,office,kantor,default
576,Most 1000,officer,petugas,default
577,Most 1000,official,resmi,default
578,Most 1000,often,sering,default
579,Most 1000,oh,Oh,default
580,Most 1000,oil,minyak,default
581,Most 1000,ok,Oke,default
582,Most 1000,old,tua,default
583,Most 1000,on,pada,default
584,Most 1000,once,sekali,default
585,Most 1000,one,satu,default
586,Most 1000,only,hanya,default
587,Most 1000,onto,ke,default
588,Most 1000,open,membuka,default
589,Most 1000,operation,operasi,default
590,Most 1000,opportunity,peluang,default
591,Most 1000,option,pilihan,default
592,Most 1000,or,atau,default
593,Most 1000,order,memesan,default
594,Most 1000,organization,organisasi,default
595,Most 1000,other,lainnya,default
596,Most 1000,others,yang lain,default
597,Most 1000,our,kita,default
598,Most 1000,out,keluar,default
599,Most 1000,outside,di luar,default
600,Most 1000,over,lebih,default
601,Most 1000,own,memiliki,default
602,Most 1000,owner,pemilik,default
603,Most 1000,page,halaman,default
604,Most 1000,pain,nyeri,default
605,Most 1000,painting,lukisan,default
606,Most 1000,paper,kertas,default
607,Most 1000,parent,induk,default
608,Most 1000,part,bagian,default
609,Most 1000,participant,peserta,default
610,Most 1000,particular,tertentu,default
611,Most 1000,particularly,khususnya,default
612,Most 1000,partner,mitra,default
613,Most 1000,party,berpesta,default
614,Most 1000,pass,lulus,default
615,Most 1000,past,masa lalu,default
616,Most 1000,patient,sabar,default
617,Most 1000,pattern,pola,default
618,Most 1000,pay,membayar,default
619,Most 1000,peace,perdamaian,default
620,Most 1000,people,rakyat,default
621,Most 1000,per,per,default
622,Most 1000,perform,melakukan,default
623,Most 1000,performance,pertunjukan,default
624,Most 1000,perhaps,mungkin,default
625,Most 1000,period,periode,default
626,Most 1000,person,orang,default
627,Most 1000,personal,pribadi,default
628,Most 1000,phone,telepon,default
629,Most 1000,physical,fisik,default
630,Most 1000,pick,memilih,default
631,Most 1000,picture,gambar,default
632,Most 1000,piece,bagian,default
633,Most 1000,place,tempat,default
634,Most 1000,plan,rencana,default
635,Most 1000,plant,tanaman,default
636,Most 1000,play,bermain,default
637,Most 1000,player,pemain,default
638,Most 1000,PM,PM,default
639,Most 1000,point,titik,default
640,Most 1000,police,POLISI,default
641,Most 1000,policy,kebijakan,default
642,Most 1000,political,politik,default
643,Most 1000,politics,politik,default
644,Most 1000,poor,miskin,default
645,Most 1000,popular,populer,default
646,Most 1000,population,populasi,default
647,Most 1000,position,posisi,default
648,Most 1000,positive,positif,default
649,Most 1000,possible,mungkin,default
650,Most 1000,power,kekuatan,default
651,Most 1000,practice,praktik,default
652,Most 1000,prepare,mempersiapkan,default
653,Most 1000,present,hadiah,default
654,Most 1000,president,Presiden,default
655,Most 1000,pressure,tekanan,default
656,Most 1000,pretty,cantik,default
657,Most 1000,prevent,mencegah,default
658,Most 1000,price,harga,default
659,Most 1000,private,pribadi,default
660,Most 1000,probably,mungkin,default
661,Most 1000,problem,masalah,default
662,Most 1000,process,proses,default
663,Most 1000,produce,menghasilkan,default
664,Most 1000,product,produk,default
665,Most 1000,production,produksi,default
666,Most 1000,professional,profesional,default
667,Most 1000,professor,profesor,default
668,Most 1000,program,program,default
669,Most 1000,project,proyek,default
670,Most 1000,property,Properti,default
671,Most 1000,protect,melindungi,default
672,Most 1000,prove,membuktikan,default
673,Most 1000,provide,menyediakan,default
674,Most 1000,public,publik,default
675,Most 1000,pull,menarik,default
676,Most 1000,purpose,tujuan,default
677,Most 1000,push,dorongan,default
678,Most 1000,put,meletakkan,default
679,Most 1000,quality,kualitas,default
680,Most 1000,question,pertanyaan,default
681,Most 1000,quickly,dengan cepat,default
682,Most 1000,quite,lumayan,default
683,Most 1000,race,balapan,default
684,Most 1000,radio,radio,default
685,Most 1000,raise,mengangkat,default
686,Most 1000,range,jangkauan,default
687,Most 1000,rate,kecepatan,default
688,Most 1000,rather,lebih tepatnya,default
689,Most 1000,reach,mencapai,default
690,Most 1000,read,membaca,default
691,Most 1000,ready,siap,default
692,Most 1000,real,nyata,default
693,Most 1000,reality,realitas,default
694,Most 1000,realize,menyadari,default
695,Most 1000,really,Sungguh,default
696,Most 1000,reason,alasan,default
697,Most 1000,receive,menerima,default
698,Most 1000,recent,terkini,default
699,Most 1000,recently,baru-baru ini,default
700,Most 1000,recognize,mengenali,default
701,Most 1000,record,catatan,default
702,Most 1000,red,merah,default
703,Most 1000,reduce,mengurangi,default
704,Most 1000,reflect,mencerminkan,default
705,Most 1000,region,wilayah,default
706,Most 1000,relate,mengaitkan,default
707,Most 1000,relationship,hubungan,default
708,Most 1000,religious,keagamaan,default
709,Most 1000,remain,tetap,default
710,Most 1000,remember,Ingat,default
711,Most 1000,remove,menghapus,default
712,Most 1000,report,laporan,default
713,Most 1000,represent,mewakili,default
714,Most 1000,Republican,Republik,default
715,Most 1000,require,memerlukan,default
716,Most 1000,research,riset,default
717,Most 1000,resource,sumber,default
718,Most 1000,respond,menanggapi,default
719,Most 1000,response,tanggapan,default
720,Most 1000,responsibility,tanggung jawab,default
721,Most 1000,rest,istirahat,default
722,Most 1000,result,hasil,default
723,Most 1000,return,kembali,default
724,Most 1000,reveal,mengungkap,default
725,Most 1000,rich,kaya,default
726,Most 1000,right,Kanan,default
727,Most 1000,rise,bangkit,default
728,Most 1000,risk,mempertaruhkan,default
729,Most 1000,road,jalan,default
730,Most 1000,rock,batu,default
731,Most 1000,role,peran,default
732,Most 1000,room,ruang,default
733,Most 1000,rule,aturan,default
734,Most 1000,run,berlari,default
735,Most 1000,safe,aman,default
736,Most 1000,same,sama,default
737,Most 1000,save,menyimpan,default
738,Most 1000,say,mengatakan,default
739,Most 1000,scene,pemandangan,default
740,Most 1000,school,sekolah,default
741,Most 1000,science,sains,default
742,Most 1000,scientist,ilmuwan,default
743,Most 1000,score,skor,default
744,Most 1000,sea,laut,default
745,Most 1000,season,musim,default
746,Most 1000,seat,kursi,default
747,Most 1000,second,Kedua,default
748,Most 1000,section,bagian,default
749,Most 1000,security,keamanan,default
750,Most 1000,see,melihat,default
751,Most 1000,seek,mencari,default
752,Most 1000,seem,terlihat,default
753,Most 1000,sell,menjual,default
754,Most 1000,send,mengirim,default
755,Most 1000,senior,senior,default
756,Most 1000,sense,nalar,default
757,Most 1000,series,seri,default
758,Most 1000,serious,serius,default
759,Most 1000,serve,melayani,default
760,Most 1000,service,melayani,default
761,Most 1000,set,mengatur,default
762,Most 1000,seven,tujuh,default
763,Most 1000,several,beberapa,default
764,Most 1000,sex,seks,default
765,Most 1000,sexual,seksual,default
766,Most 1000,shake,menggoyang,default
767,Most 1000,share,membagikan,default
768,Most 1000,she,dia,default
769,Most 1000,shoot,menembak,default
770,Most 1000,short,pendek,default
771,Most 1000,shot,tembakan,default
772,Most 1000,should,sebaiknya,default
773,Most 1000,shoulder,bahu,default
774,Most 1000,show,menunjukkan,default
775,Most 1000,side,samping,default
776,Most 1000,sign,tanda,default
777,Most 1000,significant,penting,default
778,Most 1000,similar,serupa,default
779,Most 1000,simple,sederhana,default
780,Most 1000,simply,secara sederhana,default
781,Most 1000,since,sejak,default
782,Most 1000,sing,menyanyi,default
783,Most 1000,single,lajang,default
784,Most 1000,sister,saudari,default
785,Most 1000,sit,duduk,default
786,Most 1000,site,lokasi,default
787,Most 1000,situation,situasi,default
788,Most 1000,six,enam,default
789,Most 1000,size,ukuran,default
790,Most 1000,skill,keahlian,default
791,Most 1000,skin,kulit,default
792,Most 1000,small,kecil,default
793,Most 1000,smile,senyum,default
794,Most 1000,so,Jadi,default
795,Most 1000,social,sosial,default
796,Most 1000,society,masyarakat,default
797,Most 1000,soldier,tentara,default
798,Most 1000,some,beberapa,default
799,Most 1000,somebody,seseorang,default
800,Most 1000,someone,seseorang,default
801,Most 1000,something,sesuatu,default
802,Most 1000,sometimes,Kadang-kadang,default
803,Most 1000,son,putra,default
804,Most 1000,song,lagu,default
805,Most 1000,soon,segera,default
806,Most 1000,sort,menyortir,default
807,Most 1000,sound,suara,default
808,Most 1000,source,sumber,default
809,Most 1000,south,selatan,default
810,Most 1000,southern,selatan,default
